locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHGPHIL_02997	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
MBHGPHIL_02998	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
MBHGPHIL_02999	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
MBHGPHIL_03000	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
MBHGPHIL_03001	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
MBHGPHIL_03002	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
MBHGPHIL_03003	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
MBHGPHIL_03004	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
MBHGPHIL_03005	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
MBHGPHIL_03006	CDS	396				hypothetical protein
MBHGPHIL_03007	CDS	918	gcvA			Glycine cleavage system transcriptional activator
MBHGPHIL_03008	CDS	123				hypothetical protein
MBHGPHIL_03009	CDS	228	ygdR_1			putative lipoprotein YgdR
MBHGPHIL_03010	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
MBHGPHIL_03011	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
MBHGPHIL_03012	CDS	915	rarD_2		COG2962	Protein RarD
MBHGPHIL_03013	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MBHGPHIL_03014	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
MBHGPHIL_03015	tRNA	77				tRNA-Met(cat)
MBHGPHIL_03016	tRNA	77				tRNA-Met(cat)
MBHGPHIL_03017	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
MBHGPHIL_03018	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
MBHGPHIL_03019	CDS	1836	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
MBHGPHIL_03020	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
MBHGPHIL_03021	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
MBHGPHIL_03022	CDS	3372	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
MBHGPHIL_03023	CDS	321				hypothetical protein
MBHGPHIL_03024	CDS	408				hypothetical protein
MBHGPHIL_03025	CDS	564				hypothetical protein
MBHGPHIL_03026	CDS	471				hypothetical protein
MBHGPHIL_03027	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
MBHGPHIL_03028	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MBHGPHIL_03029	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
MBHGPHIL_03030	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MBHGPHIL_03031	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
MBHGPHIL_03032	CDS	714				hypothetical protein
MBHGPHIL_03033	CDS	219	ygdR_2			putative lipoprotein YgdR
MBHGPHIL_03034	CDS	1041	tas		COG0667	Protein tas
MBHGPHIL_03035	CDS	1203	lplT			Lysophospholipid transporter LplT
MBHGPHIL_03036	CDS	2160	aas		COG0204	Bifunctional protein Aas
MBHGPHIL_03037	CDS	1029	galR		COG1609	HTH-type transcriptional regulator GalR
MBHGPHIL_03038	CDS	1020	ascG		COG1609	HTH-type transcriptional regulator AscG
MBHGPHIL_03039	CDS	1263	lysA_2	4.1.1.20		Diaminopimelate decarboxylase
MBHGPHIL_03040	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
MBHGPHIL_03041	CDS	747	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
MBHGPHIL_03042	CDS	1419	araE			Arabinose-proton symporter
MBHGPHIL_03043	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MBHGPHIL_03044	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
MBHGPHIL_03045	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
MBHGPHIL_03046	CDS	864	allS_2			HTH-type transcriptional activator AllS
MBHGPHIL_03047	CDS	456				hypothetical protein
MBHGPHIL_03048	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
MBHGPHIL_03049	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
MBHGPHIL_03050	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
MBHGPHIL_03051	CDS	759				hypothetical protein
MBHGPHIL_03052	CDS	513				hypothetical protein
MBHGPHIL_03053	CDS	1077				hypothetical protein
MBHGPHIL_03054	CDS	744	papD		COG3121	Chaperone protein PapD
MBHGPHIL_03055	CDS	2490	papC_1		COG3188	Outer membrane usher protein PapC
MBHGPHIL_03056	CDS	585	ybgD			putative fimbrial-like protein YbgD
MBHGPHIL_03057	CDS	633				hypothetical protein
MBHGPHIL_03058	CDS	537	ail_2		COG3637	Attachment invasion locus protein
MBHGPHIL_03059	CDS	399	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
MBHGPHIL_03060	CDS	228	vapB		COG4456	Antitoxin VapB
MBHGPHIL_03061	CDS	261				hypothetical protein
MBHGPHIL_03062	CDS	801				hypothetical protein
MBHGPHIL_03063	tRNA	74				tRNA-Gly(ccc)
MBHGPHIL_03064	CDS	759	nlpD_2			Murein hydrolase activator NlpD
MBHGPHIL_03065	CDS	546	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
MBHGPHIL_03066	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
MBHGPHIL_03067	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
MBHGPHIL_03068	CDS	1602	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MBHGPHIL_03069	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
MBHGPHIL_03070	CDS	897	xerD_2		COG4974	Tyrosine recombinase XerD
MBHGPHIL_03071	CDS	522	fldB		COG0716	Flavodoxin 2
MBHGPHIL_03072	CDS	414	ygfX			Inner membrane protein YgfX
MBHGPHIL_03073	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
MBHGPHIL_03074	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
MBHGPHIL_03075	CDS	192				hypothetical protein
MBHGPHIL_03076	CDS	660				hypothetical protein
MBHGPHIL_03077	CDS	381				hypothetical protein
MBHGPHIL_03078	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
MBHGPHIL_03079	CDS	894				hypothetical protein
MBHGPHIL_03080	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
MBHGPHIL_03081	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
MBHGPHIL_03082	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MBHGPHIL_03083	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
MBHGPHIL_03084	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
MBHGPHIL_03085	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
MBHGPHIL_03086	CDS	579				hypothetical protein
MBHGPHIL_03087	CDS	330	zapA		COG3027	Cell division protein ZapA
MBHGPHIL_03088	CDS	477	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
MBHGPHIL_03089	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MBHGPHIL_03090	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MBHGPHIL_03091	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
MBHGPHIL_03092	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
MBHGPHIL_03093	CDS	636	argO		COG1279	Arginine exporter protein ArgO
MBHGPHIL_03094	CDS	861	mscS_2		COG0668	Small-conductance mechanosensitive channel
MBHGPHIL_03095	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MBHGPHIL_03096	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MBHGPHIL_03097	CDS	1047	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MBHGPHIL_03098	CDS	426				hypothetical protein
MBHGPHIL_03099	CDS	579				hypothetical protein
MBHGPHIL_03100	CDS	708				hypothetical protein
MBHGPHIL_03101	CDS	678	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MBHGPHIL_03102	CDS	657	larO	3.6.3.-	COG1122	Nickel import ATP-binding protein LarO
MBHGPHIL_03103	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
MBHGPHIL_03104	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
MBHGPHIL_03105	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
MBHGPHIL_03106	CDS	891	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MBHGPHIL_03107	CDS	474	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
MBHGPHIL_03108	CDS	1008	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
MBHGPHIL_03109	CDS	1017	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
MBHGPHIL_03110	CDS	1473	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
MBHGPHIL_03111	CDS	750	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
MBHGPHIL_03112	CDS	732				hypothetical protein
MBHGPHIL_03113	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MBHGPHIL_03114	CDS	300				hypothetical protein
MBHGPHIL_03115	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MBHGPHIL_03116	CDS	1395	galP			Galactose-proton symporter
MBHGPHIL_03117	CDS	456	sprT			Protein SprT
MBHGPHIL_03118	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
MBHGPHIL_03119	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MBHGPHIL_03120	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
MBHGPHIL_03121	CDS	564				hypothetical protein
MBHGPHIL_03122	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MBHGPHIL_03123	CDS	687				hypothetical protein
MBHGPHIL_03124	CDS	981	yggR		COG2805	putative protein YggR
MBHGPHIL_03125	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MBHGPHIL_03126	CDS	567				hypothetical protein
MBHGPHIL_03127	CDS	291				hypothetical protein
MBHGPHIL_03128	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MBHGPHIL_03129	CDS	1137	hemW_2		COG0635	Heme chaperone HemW
MBHGPHIL_03130	CDS	1008				hypothetical protein
MBHGPHIL_03131	CDS	1047	ansB_2	3.5.1.1	COG0252	L-asparaginase 2
MBHGPHIL_03132	CDS	720				hypothetical protein
MBHGPHIL_03133	CDS	327			COG3171	putative protein
MBHGPHIL_03134	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MBHGPHIL_03135	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MBHGPHIL_03136	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
MBHGPHIL_03137	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
MBHGPHIL_03138	CDS	1257	nupG			Nucleoside permease NupG
MBHGPHIL_03139	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
MBHGPHIL_03140	CDS	708				hypothetical protein
MBHGPHIL_03141	tRNA	76				tRNA-Phe(gaa)
MBHGPHIL_03142	CDS	381			COG0346	Virulence protein
MBHGPHIL_03143	CDS	1326		2.8.3.-	COG0427	Butyryl-CoA:acetate CoA-transferase
MBHGPHIL_03144	CDS	528	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
MBHGPHIL_03145	CDS	843	mcl1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
MBHGPHIL_03146	CDS	879	hcaR_2			Hca operon transcriptional activator HcaR
MBHGPHIL_03147	CDS	555	atsA_1	3.1.6.1	COG3119	Arylsulfatase
MBHGPHIL_03148	CDS	1047	atsA_2	3.1.6.1	COG3119	Arylsulfatase
MBHGPHIL_03149	CDS	1185	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MBHGPHIL_03150	CDS	684	malT_2			HTH-type transcriptional regulator MalT
MBHGPHIL_03151	CDS	558				hypothetical protein
MBHGPHIL_03152	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
MBHGPHIL_03153	CDS	375				hypothetical protein
MBHGPHIL_03154	CDS	1302	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MBHGPHIL_03155	CDS	1485	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
MBHGPHIL_03156	CDS	381	iraD			Anti-adapter protein IraD
MBHGPHIL_03157	CDS	486	hcp1_3		COG3157	Protein hcp1
MBHGPHIL_03158	CDS	924	pgdA	3.5.1.-		Peptidoglycan deacetylase
MBHGPHIL_03159	CDS	879				hypothetical protein
MBHGPHIL_03160	CDS	1305	exuT_1			Hexuronate transporter
MBHGPHIL_03161	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
MBHGPHIL_03162	CDS	1473	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
MBHGPHIL_03163	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
MBHGPHIL_03164	CDS	1059				hypothetical protein
MBHGPHIL_03165	CDS	1857	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
MBHGPHIL_03166	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
MBHGPHIL_03167	CDS	711				hypothetical protein
MBHGPHIL_03168	CDS	1053			COG0614	putative protein
MBHGPHIL_03169	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
MBHGPHIL_03170	CDS	342	hybF_1		COG0375	Hydrogenase maturation factor HybF
MBHGPHIL_03171	CDS	489	hybE			Hydrogenase-2 operon protein HybE
MBHGPHIL_03172	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
MBHGPHIL_03173	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
MBHGPHIL_03174	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
MBHGPHIL_03175	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
MBHGPHIL_03176	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
MBHGPHIL_03177	CDS	288				hypothetical protein
MBHGPHIL_03178	CDS	1644				hypothetical protein
MBHGPHIL_03179	CDS	495				hypothetical protein
MBHGPHIL_03180	CDS	504				hypothetical protein
MBHGPHIL_03181	CDS	411				hypothetical protein
MBHGPHIL_03182	CDS	405				hypothetical protein
MBHGPHIL_03183	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
MBHGPHIL_03184	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
MBHGPHIL_03185	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
MBHGPHIL_03186	CDS	138				hypothetical protein
MBHGPHIL_03187	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MBHGPHIL_03188	CDS	660	yghB		COG0586	Inner membrane protein YghB
MBHGPHIL_03189	CDS	918	rhaS_2			HTH-type transcriptional activator RhaS
MBHGPHIL_03190	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
MBHGPHIL_03191	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
MBHGPHIL_03192	CDS	1455	yflS		COG0471	Putative malate transporter YflS
MBHGPHIL_03193	CDS	456				hypothetical protein
MBHGPHIL_03194	CDS	195				hypothetical protein
MBHGPHIL_03195	CDS	2172				hypothetical protein
MBHGPHIL_03196	CDS	984			COG1638	Solute-binding protein
MBHGPHIL_03197	CDS	483				hypothetical protein
MBHGPHIL_03198	CDS	1308	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MBHGPHIL_03199	CDS	1413	ftsP		COG2132	Cell division protein FtsP
MBHGPHIL_03200	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MBHGPHIL_03201	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MBHGPHIL_03202	CDS	867	rhaS_3			HTH-type transcriptional activator RhaS
MBHGPHIL_03203	CDS	393	ygiW_1		COG3111	Protein YgiW
MBHGPHIL_03204	CDS	660	qseB			Transcriptional regulatory protein QseB
MBHGPHIL_03205	CDS	1350	qseC_1	2.7.13.3		Sensor protein QseC
MBHGPHIL_03206	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
MBHGPHIL_03207	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
MBHGPHIL_03208	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MBHGPHIL_03209	CDS	582				hypothetical protein
MBHGPHIL_03210	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MBHGPHIL_03211	CDS	423				hypothetical protein
MBHGPHIL_03212	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
MBHGPHIL_03213	CDS	1470	tolC_2			Outer membrane protein TolC
MBHGPHIL_03214	CDS	672				hypothetical protein
MBHGPHIL_03215	CDS	1164	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MBHGPHIL_03216	CDS	789	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
MBHGPHIL_03217	CDS	774	zupT		COG0428	Zinc transporter ZupT
MBHGPHIL_03218	CDS	177	yqiD			Protein YqiD
MBHGPHIL_03219	CDS	1797	assT_5	2.8.2.22		Arylsulfate sulfotransferase AssT
MBHGPHIL_03220	CDS	672	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
MBHGPHIL_03221	CDS	678	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
MBHGPHIL_03222	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
MBHGPHIL_03223	CDS	300	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
MBHGPHIL_03224	CDS	204	glgS			Surface composition regulator
MBHGPHIL_03225	CDS	621	yqiJ			Inner membrane protein YqiJ
MBHGPHIL_03226	CDS	1680	yqiK		COG2268	Inner membrane protein YqiK
MBHGPHIL_03227	CDS	1434	hldE		COG2870	Bifunctional protein HldE
MBHGPHIL_03228	CDS	2844	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MBHGPHIL_03229	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
MBHGPHIL_03230	CDS	615				hypothetical protein
MBHGPHIL_03231	CDS	1242	cca		COG0617	Multifunctional CCA protein
MBHGPHIL_03232	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MBHGPHIL_03233	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MBHGPHIL_03234	CDS	612	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
MBHGPHIL_03235	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MBHGPHIL_03236	CDS	216	rpsU		COG0828	30S ribosomal protein S21
MBHGPHIL_03237	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
MBHGPHIL_03238	CDS	1983	rpoD		COG0568	RNA polymerase sigma factor RpoD
MBHGPHIL_03239	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
MBHGPHIL_03240	tRNA	76				tRNA-Met(cat)
MBHGPHIL_03241	CDS	768	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
MBHGPHIL_03242	CDS	645	yqjI		COG1695	Transcriptional regulator YqjI
MBHGPHIL_03243	CDS	1566	trg_1		COG0840	Methyl-accepting chemotaxis protein III
MBHGPHIL_03244	CDS	1521	aer		COG0840	Aerotaxis receptor
MBHGPHIL_03245	CDS	1380	patA	2.6.1.82	COG4992	Putrescine aminotransferase
MBHGPHIL_03246	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
MBHGPHIL_03247	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
MBHGPHIL_03248	CDS	498	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
MBHGPHIL_03249	CDS	693				hypothetical protein
MBHGPHIL_03250	CDS	999	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MBHGPHIL_03251	CDS	969	alx		COG0861	Putative membrane-bound redox modulator Alx
MBHGPHIL_03252	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
MBHGPHIL_03253	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
MBHGPHIL_03254	CDS	384	mzrA			Modulator protein MzrA
MBHGPHIL_03255	CDS	369	yqjC			Protein YqjC
MBHGPHIL_03256	CDS	306	yqjD		COG4575	putative protein YqjD
MBHGPHIL_03257	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
MBHGPHIL_03258	CDS	300				hypothetical protein
MBHGPHIL_03259	CDS	486	yqjF		COG2259	Inner membrane protein YqjF
MBHGPHIL_03260	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
MBHGPHIL_03261	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
MBHGPHIL_03262	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
MBHGPHIL_03263	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
MBHGPHIL_03264	CDS	165				hypothetical protein
MBHGPHIL_03265	CDS	1308				hypothetical protein
MBHGPHIL_03266	CDS	1332	dlsT		COG0814	putative serine transporter
MBHGPHIL_03267	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
MBHGPHIL_03268	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
MBHGPHIL_03269	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
MBHGPHIL_03270	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
MBHGPHIL_03271	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
MBHGPHIL_03272	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
MBHGPHIL_03273	CDS	603				hypothetical protein
MBHGPHIL_03274	CDS	1146	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
MBHGPHIL_03275	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MBHGPHIL_03276	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
MBHGPHIL_03277	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
MBHGPHIL_03278	CDS	948		2.7.1.101	COG0524	Tagatose kinase
MBHGPHIL_03279	CDS	834				hypothetical protein
MBHGPHIL_03280	CDS	855	gatY	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
MBHGPHIL_03281	CDS	915	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MBHGPHIL_03282	CDS	1428	fruA_2		COG1299	PTS system fructose-specific EIIABC component
MBHGPHIL_03283	CDS	807				hypothetical protein
MBHGPHIL_03284	CDS	1272	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
MBHGPHIL_03285	CDS	465	gatA		COG1762	PTS system galactitol-specific EIIA component
MBHGPHIL_03286	CDS	285	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
MBHGPHIL_03287	CDS	1374	gatC_2		COG3775	PTS system galactitol-specific EIIC component
MBHGPHIL_03288	CDS	1044	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
MBHGPHIL_03289	CDS	774	srlR_2		COG1349	Glucitol operon repressor
MBHGPHIL_03290	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MBHGPHIL_03291	CDS	2043	lpoA		COG3107	Penicillin-binding protein activator LpoA
MBHGPHIL_03292	CDS	396				hypothetical protein
MBHGPHIL_03293	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
MBHGPHIL_03294	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
MBHGPHIL_03295	CDS	636				hypothetical protein
MBHGPHIL_03296	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
MBHGPHIL_03297	CDS	444				hypothetical protein
MBHGPHIL_03298	CDS	318				hypothetical protein
MBHGPHIL_03299	CDS	504				hypothetical protein
MBHGPHIL_03300	CDS	525	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
MBHGPHIL_03301	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
MBHGPHIL_03302	CDS	879				hypothetical protein
MBHGPHIL_03303	CDS	1008				hypothetical protein
MBHGPHIL_03304	CDS	720				hypothetical protein
MBHGPHIL_03305	CDS	531				hypothetical protein
MBHGPHIL_03306	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
MBHGPHIL_03307	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
MBHGPHIL_03308	CDS	885	nlpI		COG4785	Lipoprotein NlpI
MBHGPHIL_03309	CDS	2166	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MBHGPHIL_03310	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MBHGPHIL_03311	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MBHGPHIL_03312	CDS	402	rbfA		COG0858	30S ribosome-binding factor
MBHGPHIL_03313	CDS	2679	infB		COG0532	Translation initiation factor IF-2
MBHGPHIL_03314	CDS	1503	nusA		COG0195	Transcription termination/antitermination protein NusA
MBHGPHIL_03315	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
MBHGPHIL_03316	tRNA	77				tRNA-Met(cat)
MBHGPHIL_03317	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MBHGPHIL_03318	CDS	1065				hypothetical protein
MBHGPHIL_03319	tRNA	87				tRNA-Leu(gag)
MBHGPHIL_03320	CDS	333	secG		COG1314	Protein-export membrane protein SecG
MBHGPHIL_03321	CDS	1338	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
MBHGPHIL_03322	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MBHGPHIL_03323	tRNA	85				tRNA-Tyr(gta)
MBHGPHIL_03324	tRNA	85				tRNA-Tyr(gta)
MBHGPHIL_03325	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
